,Longitude,Latitude,Elevation,Zelevation,Precip,logPrecip,Slope5,Zslope5,Slope10,Zslope10,Slope15,Zslope15,holdout_ind.1,holdout_ind.2,holdout_ind.3,holdout_ind.4,holdout_ind.5,holdout_ind.6,holdout_ind.7,holdout_ind.8,holdout_ind.9,holdout_ind.10,holdout_ind.11,holdout_ind.12,holdout_ind.13,holdout_ind.14,holdout_ind.15,holdout_ind.16,holdout_ind.17,holdout_ind.18,holdout_ind.19,holdout_ind.20
12303,-102.12,38.05,1033,-1.680422818,430.9999612,6.066108,-65.2272,-0.07898532,-113.0808,-0.08122252,-155.1432,-0.082732001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18441,-108.53,39.12,1462,-1.058353854,221.000066,5.398163,61.8744,0.231839841,412.0896,0.897517659,1466.088,2.239273412,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7310,-108.5,37.2,2170,-0.031722557,393.0001525,5.97381,530.0472,1.474008627,582.7776,1.306591645,509.9304,1.100988142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18471,-107.288,39.129,2673.5,0.6983747,865.0004265,6.76273,1231.0872,3.001221246,210.9216,0.525322026,480.06,0.829634015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11189,-108.195,37.892,2954.2,1.105402109,958.0002127,6.864848,1013.1552,2.562624078,1778.2032,3.05934006,1168.2984,1.856905778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16626,-103.52,38.8,1499,-1.004702219,368.0000228,5.908083,-147.828,-0.27473631,-295.0464,-0.416154209,-472.1352,-0.582305327,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24620,-103.15,40.15,1385,-1.170007258,496.999987,6.20859,-49.0728,-0.053501712,-56.0832,0.001377422,-117.0432,-0.044376729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28192,-105.6,40.8,2578,0.559895479,387.0001188,5.958425,-1047.9024,-2.784839637,-1214.0184,-2.166015685,-767.7912,-0.846664556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7948,-102.07,37.3,1123,-1.54991884,432.0001779,6.068426,-137.7696,-0.254025973,-281.0256,-0.431317517,-410.2608,-0.603993598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19003,-105.28,39.22,2096,-0.139025828,434.9999865,6.075346,-622.0968,-1.52144332,-775.1064,-1.28128139,-820.8264,-1.060215129,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21676,-104.85,39.65,1691,-0.726293731,453.9999101,6.118097,126.1872,0.386224955,-374.904,-0.489640709,-1274.064,-1.763180082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28401,-106.969,40.848,2646.7,0.659513516,878.0003568,6.777647,291.084,1.112166822,-383.1336,-0.458669603,338.0232,1.041151235,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
17973,-107.874,39.046,3030.1,1.215460464,1070.000078,6.975414,99.9744,0.273789567,345.948,0.715420464,1940.9664,2.786215366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12519,-103.22,38.07,1187,-1.457116011,205.0000043,5.32301,-78.0288,-0.117524515,-153.0096,-0.155441571,-200.8632,-0.154508145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21498,-102.18,39.62,1119,-1.555719017,492.9999142,6.200509,-98.1456,-0.128219488,-178.0032,-0.136101765,-307.2384,-0.249930453,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
20702,-105.1,39.5,1745,-0.647991344,364.0000482,5.897154,-640.08,-1.728032219,-783.9456,-1.292202223,-1109.1672,-1.430214884,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
25518,-106.094,40.347,2914,1.047110332,602.9998814,6.401917,-378.2568,-1.015141028,446.8368,0.990452816,-383.1336,-0.440584128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6847,-107.63,37.13,1976,-0.313031133,283.000029,5.645447,217.0176,0.607216666,249.936,0.620781117,105.156,0.335868056,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
26008,-105.82,40.414,3260,1.548825627,855.999678,6.75227,152.0952,0.490850544,-566.928,-0.933248871,-1042.1112,-1.460818157,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25040.1,-105.85,40.25,2628,0.632397689,315.0001138,5.752573,794.004,2.278427466,-435.2544,-0.757846187,-690.9816,-1.01069542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12706,-105.48,38.13,2380,0.272786726,506.0001673,6.226537,-845.82,-2.070817981,128.016,0.336488135,-855.8784,-1.135345424,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7391,-105.122,37.214,3128.7,1.358434823,969.9999306,6.877296,-443.1792,-1.112014986,-194.1576,-0.305174737,-462.9912,-0.757588902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16794,-106.59,38.82,2921,1.057260641,563.0002094,6.33328,384.9624,0.812884609,-768.096,-1.155527048,-317.9064,-0.349692547,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24058,-106.4,40.07,2324,0.191584251,311.9999414,5.743003,-348.0816,-0.822922912,148.1328,0.399231497,-327.0504,-0.388310187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27281,-103.2,40.62,1199,-1.43971548,520.000098,6.253829,50.9016,0.362460446,-106.9848,0.087564907,-237.1344,-0.040102395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7389,-105.2,37.209,3212.8,1.48038354,823.9995634,6.71417,32.9184,0.153055131,-77.1144,-0.062366463,-359.0544,-0.559037909,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26208,-107.6,40.45,1924,-0.388433431,466.0001705,6.144186,121.92,0.433926486,60.0456,0.274730782,210.0072,0.532253839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24847,-103.8,40.22,1321,-1.262810087,372.0000542,5.918894,-53.9496,-0.081105913,-89.916,-0.072619415,-48.1584,0.073515344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23358,-105.35,39.95,2309,0.169833588,587.0001058,6.375025,-1030.224,-2.712391149,-1245.108,-2.300071216,-1392.0216,-2.243021682,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
8427,-102.28,37.38,1203,-1.433915303,425.9998525,6.054439,-178.0032,-0.328644356,-312.7248,-0.464505163,-494.0808,-0.697368918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14080,-108.73,38.37,1623,-0.824896737,380.9998571,5.942799,404.1648,1.068458552,131.9784,0.408318679,659.892,1.286990388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20679,-106.03,39.48,3023,1.20516515,444.0001943,6.095825,-92.964,-0.137646242,403.86,0.959992545,-343.8144,-0.294320922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28188,-105.77,40.806,3120.8,1.346979473,794.9999088,6.678342,-299.9232,-0.594931817,-537.972,-0.739396455,-733.9584,-0.788403283,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14370,-106.77,38.43,2553,0.523644374,356.0000958,5.874931,-153.0096,-0.291934213,710.184,1.71181762,67.9704,0.255656837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
22634,-105.23,39.82,1805,-0.560988692,384.0001718,5.950643,-1082.04,-2.691585393,-1880.9208,-3.260206407,-2043.0744,-3.006591162,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23836,-105.576,40.033,3149.6,1.388740746,887.0000157,6.787845,-763.2192,-1.83199861,-1064.9712,-1.911888477,-856.1832,-1.291293587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19981,-104.87,39.37,1922,-0.39133352,447.9998959,6.104793,-282.8544,-0.535459273,-205.1304,-0.181815385,-1078.992,-1.406527634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7164,-104.48,37.17,1896,-0.429034669,625.9997677,6.43935,-397.1544,-0.994980592,-594.9696,-1.135600606,-1445.0568,-2.669610874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11939,-107.204,37.992,3525.7,1.934102372,725.0002502,6.586172,122.2248,0.35699817,3.048,0.122302652,-627.888,-0.718482095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10285,-105.53,37.72,2444,0.365589555,299.0001276,5.700444,348.0816,1.263963345,-127.1016,-0.071713897,-341.0712,-0.344200774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20648,-107.32,39.52,1790,-0.582739355,576.9998462,6.357842,284.988,0.961004795,989.9904,2.071352704,1434.084,2.344336775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19560,-102.27,39.3,1268,-1.33966243,475.0000931,6.163315,-84.1248,-0.089491467,-198.12,-0.194269306,-341.9856,-0.33490404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28665,-106.046,40.875,2956.2,1.108302197,831.9996332,6.723832,433.1208,1.697147333,142.0368,0.667019788,-1132.0272,-1.740497724,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
14827,-107.88,38.48,1766,-0.617540416,235.0001142,5.459586,672.9984,1.460140598,569.0616,1.3614105,-38.1,0.076812511,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
27061,-102.3,40.58,1139,-1.526718132,661.0001059,6.493754,-99.06,-0.097469203,-222.8088,-0.200571787,-316.992,-0.230194915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18245,-106.612,39.075,3218.8,1.489083805,833.9996644,6.726233,254.2032,0.655505494,22.2504,0.157162564,314.2488,0.599311382,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
21655,-105.7,39.65,3425,1.788082921,425.9998525,6.054439,-635.2032,-1.351630666,-823.2648,-1.273339713,-1591.9704,-2.260708002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9765,-107.035,37.62,3461,1.840284512,1026.999784,6.934397,-175.8696,-0.309156719,-601.98,-0.892910299,-660.1968,-0.788282717,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22159,-104.88,39.77,1610,-0.843747312,320.9999605,5.771441,46.9392,0.215393432,-398.9832,-0.595009791,-883.0056,-1.226125171,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26008.1,-105.848,40.399,2752.7,0.813218201,616.0000225,6.423247,152.0952,0.490850544,-566.928,-0.933248871,-1042.1112,-1.460818157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8584,-105.85,37.43,2295,0.149532969,226.0000002,5.420535,-3.9624,0.082885539,-445.008,-0.726480223,71.9328,0.271749709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27024,-103.83,40.58,1457,-1.065604075,447.9998959,6.104793,-92.964,-0.079781417,-222.8088,-0.200571787,-266.0904,-0.137895874,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27496,-104.33,40.65,1487,-1.022102749,377.9999261,5.934894,-39.9288,0.140626487,-106.9848,0.133243722,-181.0512,0.115919554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8592,-105.52,37.43,2357,0.239435709,265.0000461,5.57973,601.0656,1.609445091,341.0712,0.764581105,104.8512,0.327663509,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16401,-102.78,38.77,1304,-1.287460839,315.9999325,5.755742,-24.0792,-0.012336462,-105.156,-0.117495284,-259.08,-0.292976818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19548,-102.73,39.3,1356,-1.21205854,433.0001178,6.070738,-126.1872,-0.193785751,-267.9192,-0.323649881,-420.9288,-0.458483688,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6149,-106.452,37.019,3051.8,1.246926423,875.0000994,6.774224,313.944,1.039808924,87.1728,0.345152915,163.068,0.501825193,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7164.1,-104.52,37.17,1851,-0.494286658,652.0002856,6.480045,-397.1544,-0.994980592,-594.9696,-1.135600606,-1445.0568,-2.669610874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19219,-106.37,39.25,2985,1.15006347,391.000172,5.968708,474.2688,1.339291873,205.1304,0.546263394,402.9456,0.811216567,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20676,-106.171,39.489,3206,1.47052324,725.0002502,6.586172,423.0624,1.362366827,-413.004,-0.588860927,-182.88,-0.055471057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10712,-107.924,37.799,3110.4,1.331899014,895.99963,6.79794,475.1832,1.607882766,968.9592,2.192585574,1237.1832,2.259017679,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
14927,-103.7,38.52,1426,-1.110555446,287.9998617,5.66296,-91.1352,-0.136835371,-235.0008,-0.409407036,-195.9864,-0.198519445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14864,-106.34,38.489,3285,1.585076732,718.9997428,6.577861,-384.9624,-0.750909896,-251.7648,-0.446327038,224.028,0.533927342,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18252,-106.32,39.08,2805,0.889055513,267.0000912,5.587249,-76.8096,-0.102332261,-576.9864,-0.970269472,-667.2072,-0.865267696,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
22379.1,-105.778,39.804,3451.6,1.826654096,1003.000213,6.910751,-412.0896,-1.006560008,37.1856,0.194903724,-1446.276,-2.069083242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23791,-107.47,40.03,2344,0.220585135,833.0002981,6.725034,828.1416,2.130363897,1091.184,2.187588318,499.872,1.016174075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25723,-107.62,40.37,2021,-0.247779144,588.9998918,6.378426,453.2376,1.36306742,309.0672,0.711039916,37.7952,0.2236523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11510,-104.93,37.92,2076,-0.168026712,639.9998871,6.461468,-1286.8656,-2.866686952,-896.112,-1.291564699,-2287.2192,-3.004789922,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
25748,-106.604,40.395,2787.8,0.864114753,1054.999952,6.961296,683.0568,2.007593545,825.0936,1.67975014,1014.984,1.733476572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23106,-105.77,39.9,2823,0.915156309,586.0001233,6.37332,-423.0624,-0.978906162,-232.2576,-0.298262454,-870.204,-1.278561066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12178,-107.32,38.05,2955,1.106562144,456.0000869,6.122493,-608.9904,-1.447865511,580.0344,1.118160374,266.0904,0.53127997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28508,-102.52,40.85,1211,-1.42231495,539.0002313,6.289716,-20.1168,0.194137728,-42.0624,0.29085555,-150.876,0.188315934,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19949.1,-106.2,39.38,3486,1.876535617,592.9997634,6.385194,-7.9248,0.087603378,-187.1472,-0.15184344,868.9848,1.493415953,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21422,-105.32,39.63,2203,0.016128902,513.9998636,6.242223,-1260.0432,-2.849307868,-2048.8656,-3.414648338,-1407.2616,-1.981860147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23110,-105.59,39.937,2952.4,1.102792029,684.0000563,6.527958,-199.0344,-0.417839572,-1250.2896,-2.198741565,-1089.9648,-1.6533215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11444,-107.675,37.934,2990.8,1.158473727,827.0002522,6.717805,593.7504,1.489435326,377.0376,0.74721891,794.9184,1.283258204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8389,-103.88,37.38,1523,-0.969901158,623.0002998,6.434547,-111.8616,-0.175515128,-77.1144,-0.032999677,-224.028,-0.235899912,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23106.1,-105.761,39.916,2949.2,1.098151888,652.0002856,6.480045,-423.0624,-0.978906162,-232.2576,-0.298262454,-870.204,-1.278561066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9989,-107.805,37.651,2709.8,0.751011305,859.9996652,6.756932,553.212,1.65036369,668.1216,1.387793007,1167.9936,1.911349163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21430,-105.02,39.62,1619,-0.830696914,363.0000602,5.894403,-313.0296,-0.631463798,-547.116,-0.782944368,-1895.2464,-2.750167002,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18799,-103.7,39.18,1690,-0.727743775,328.0001285,5.793014,-205.1304,-0.431370935,-311.8104,-0.414060393,-431.9016,-0.453317003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17012,-107.58,38.87,1754,-0.634940946,396.9998886,5.983936,601.98,1.482785521,1057.0464,2.004561482,664.7688,1.081404294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26023,-105.2,40.42,1648,-0.788645632,315.0001138,5.752573,-843.0768,-2.11890479,-1508.1504,-2.722873524,-1769.9736,-2.608374498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19540,-103.07,39.28,1505,-0.996001953,444.9998744,6.098074,-156.0576,-0.267849808,-349.9104,-0.475629683,-363.9312,-0.369258228,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9021,-107.78,37.52,2274,0.11908204,554.0001735,6.317165,508.1016,1.49627125,708.0504,1.518810932,345.948,0.734991672,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10489,-107.13,37.77,2837,0.935456928,444.0001943,6.095825,355.092,1.31213421,-637.9464,-1.18012692,-653.1864,-0.905644186,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18294,-104.57,39.08,2210,0.026279211,469.0001086,6.150603,-244.1448,-0.485438088,-803.148,-1.395780444,-726.948,-0.954415988,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11928,-107.68,38.02,2507,0.45694234,684.0000563,6.527958,-332.232,-0.666747458,586.1304,1.060846312,829.9704,1.29499129,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17779,-105.88,39,2737,0.790452507,358.9998605,5.883322,-933.2976,-2.084351227,-447.1416,-0.753718817,-1050.036,-1.395771031,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16012,-108.93,38.7,1527,-0.964100981,347.0000764,5.849325,803.148,1.660130848,935.1264,1.676645057,265.176,0.473471963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19530,-103.5,39.28,1707,-0.703093024,423.999807,6.049733,-49.0728,-0.002579563,-224.9424,-0.243987605,-358.14,-0.36019254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19181,-107.97,39.25,1874,-0.460935642,391.000172,5.968708,553.8216,1.544370211,717.804,1.503844636,1419.1488,2.384778907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10082,-103.92,37.67,1502,-1.000352086,324.9999407,5.783825,-170.9928,-0.318746941,-262.128,-0.316028051,-536.7528,-0.621619839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11197,-107.88,37.87,2875,0.990558608,705.9998323,6.559615,229.8192,0.683435109,813.2064,1.484744533,1113.1296,1.778492372,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
